City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
525,Krasnovka,RU,69.4,overcast clouds,48.8177,40.0923,
526,Tema,GH,76.28,broken clouds,5.667,-0.0166,Beulah Royale
528,Paragominas,BR,75.65,broken clouds,-2.9667,-47.4833,INOVA
531,Sigli,ID,77.43,overcast clouds,5.3848,95.9609,Losmen Dua Mali
532,Hami,CN,76.15,overcast clouds,42.8,93.45,Laoyutang Resort
533,Takoradi,GH,74.89,broken clouds,4.8845,-1.7554,Raybow International Hotel
534,Ganzhou,CN,75.58,overcast clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
535,Nagornyy,RU,60.15,broken clouds,52.7959,83.5498,
538,Peniche,PT,67.48,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
539,Abha,SA,69.62,clear sky,18.2164,42.5053,Abha Hotel
540,Tonantins,BR,74.26,overcast clouds,-2.8731,-67.8022,Hotel Rei Davi
541,Ketchikan,US,60.98,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
542,Curug,ID,78.58,haze,-6.2658,106.5564,BC Lintas Padat Karya
543,Solnechnyy,RU,72.37,clear sky,50.7214,136.6319,Hotel complex Pastoral
544,Tilichiki,RU,58.75,overcast clouds,60.4667,166.1,
545,Campos Altos,BR,67.71,broken clouds,-19.6961,-46.1714,Hotel São José
546,Poum,NC,72.82,overcast clouds,-20.2333,164.0167,Gîte kajeon
547,Padang,ID,77.38,overcast clouds,-0.9492,100.3543,Mercure Padang
553,Qui Nhon,VN,78.03,broken clouds,13.7667,109.2333,Hoang Yen Canary Hotel
554,Smidovich,RU,70.88,few clouds,48.6,133.8167,Gostinnitsa
555,Rocha,UY,51.13,broken clouds,-34.4833,-54.3333,Beleza Pura B&B
556,Polunochnoye,RU,55.74,broken clouds,60.8697,60.4153,
557,Blyth,GB,57.47,clear sky,55.1271,-1.5086,Carlton house
558,Yangcun,CN,75.18,overcast clouds,39.3639,117.0603,Hanting Express Tianjin Wuqing Jingjin Road
559,Moscow,RU,68.14,overcast clouds,55.7522,37.6156,"The Ritz-Carlton, Moscow"
560,Chitral,PK,67.3,clear sky,35.8462,71.7858,PTDC Motel Chitral
561,Alto Piquiri,BR,70.9,broken clouds,-24.0281,-53.4406,Hotel Frison
563,Gisborne,NZ,58.95,clear sky,-38.6533,178.0042,ASURE Alfresco Motor Lodge
568,Flinders,AU,67.17,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
569,Port Lincoln,AU,55.56,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
570,Jablah,SY,79.09,scattered clouds,35.3614,35.9256,مدرسة سعد بن ابي وقاص الابتدائيه
571,Orahovac,XK,72.91,clear sky,42.3994,20.6547,Esra Palace
572,Malakal,SS,70.99,broken clouds,9.5334,31.6605,Nile Palace Hotel
574,Oktyabrskiy,RU,62.17,scattered clouds,54.4815,53.471,Уязы-Тау гостиница
575,Alice Springs,AU,60.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
576,Portarlington,IE,55.71,broken clouds,53.1622,-7.1911,Rathmiles Ave. Killenard - Large Double Bedroom
578,Arrifes,PT,71.85,scattered clouds,37.7667,-25.7,Hotel Ponta Delgada
579,Jiuquan,CN,75.76,scattered clouds,39.7432,98.5174,Jiuquan Hotel
580,Tyumentsevo,RU,56.43,broken clouds,53.3224,81.498,
581,Navahrudak,BY,57.6,broken clouds,53.6,25.8333,Hotel Grazhina
582,Binika,IN,77.9,overcast clouds,21.0333,83.8,DISASTER ACCOMMODATION
583,Holme,DK,54.97,overcast clouds,56.1138,10.1725,Hotel Ritz Aarhus City
585,Dakar,SN,79.68,broken clouds,14.6937,-17.4441,Redface Studios Meublés
586,Miracema Do Tocantins,BR,77.52,clear sky,-9.5618,-48.3967,Miami Apart Hotel
587,Roma,US,68.43,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
589,Luena,AO,58.48,few clouds,-11.7833,19.9167,Hotel Kandamba
590,Rawson,AR,59.02,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
591,Vera Cruz,BR,71.17,clear sky,-12.6333,-41.0333,
592,Troy,US,75.13,clear sky,42.6056,-83.1499,Embassy Suites by Hilton Detroit Troy Auburn Hills
594,Codrington,AU,51.75,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
596,Eureka,US,70.2,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
598,Muros,ES,66.24,clear sky,42.7762,-9.0603,Apartment Av. Castelao
599,Kisangani,CD,71.44,broken clouds,0.5167,25.2,Grand Ramela Hotel
600,The Pas,CA,78.82,clear sky,53.8251,-101.2541,Wescana Inn
602,Yurimaguas,PE,79.79,overcast clouds,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
603,Urusha,RU,68.88,clear sky,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
604,Lukovetskiy,RU,55.38,overcast clouds,64.2956,41.9211,Gostinitsa
605,Mosquera,CO,53.87,broken clouds,4.7059,-74.2302,Hotel SJ
607,Nuoro,IT,72.79,clear sky,40.3211,9.3297,Hotel Sandalia
608,Paita,PE,64.87,few clouds,-5.0892,-81.1144,Hotel Náutico de Paita
609,Cruzeiro,BR,71.56,scattered clouds,-22.5761,-44.9628,Hotel Pousada Emaús
610,Carnot,CF,69.39,broken clouds,4.9409,15.8665,
616,Batticaloa,LK,79.54,overcast clouds,7.7102,81.6924,Grand Star Guest House
617,Ashtian,IR,67.01,clear sky,34.5217,50.0019,بنیاد مسکن شهرستان آشتیان
618,Yumen,CN,72.3,scattered clouds,40.2833,97.2,
621,Chapadinha,BR,76.1,broken clouds,-3.7417,-43.3603,Chapadinhense Hotel
622,Kindu,CD,70.66,few clouds,-2.95,25.95,Résidence Okanda
624,El Banco,CO,78.69,scattered clouds,9.0011,-73.9758,HOTEL RADOA El Banco Magdalena
625,Florianopolis,BR,61.83,broken clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
626,Halifax,CA,71.49,clear sky,44.6453,-63.5724,Hotel Halifax
627,Lima,PE,61.9,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
629,Belmonte,BR,72.1,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
630,Den Helder,NL,66.07,overcast clouds,52.9599,4.7593,Hotel Den Helder
631,Pilar,BR,71.53,broken clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
632,Plettenberg Bay,ZA,57.79,clear sky,-34.0527,23.3716,Thanda Vista B&B
633,Kampene,CD,69.44,few clouds,-3.6,26.6667,
634,Kourou,GF,78.12,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
637,Dire,ML,73.29,overcast clouds,12.2833,-10.9667,
638,Carutapera,BR,75.18,scattered clouds,-1.195,-46.02,Lidera
640,Pareora,NZ,55.31,overcast clouds,-44.4871,171.2132,
646,Kitob,UZ,63.18,clear sky,39.0843,66.8332,KESH HOTEL
647,Saint-Georges,GD,76.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
649,Otorohanga,NZ,60.21,broken clouds,-38.1833,175.2,Otorohanga Kiwi Holiday Park
650,Wajir,KE,74.7,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
651,Mielec,PL,69.01,scattered clouds,50.2871,21.4239,Premium Hostel & Bistro - pokoje z łazienkami i bistro
653,Nioro,GM,76.55,overcast clouds,13.35,-15.75,
654,Kasulu,TZ,65.26,few clouds,-4.5767,30.1025,Nazaret lodge
656,Macenta,GN,68.09,overcast clouds,8.5435,-9.471,Hôtel Yansané
657,Arman,RU,59.13,overcast clouds,59.7,150.1667,
659,Matagami,CA,69.91,clear sky,49.7502,-77.6328,Hôtel Matagami
660,Nenjiang,CN,67.93,clear sky,49.1833,125.2167,Nenjiang Apartment
664,Ulladulla,AU,65.88,clear sky,-35.35,150.4667,Sandpiper Motel
665,Banda Aceh,ID,78.69,overcast clouds,5.5577,95.3222,Sulthan Hotel International
667,Richards Bay,ZA,59.49,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
668,Yenagoa,NG,74.77,broken clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
671,Almaznyy,RU,64.54,overcast clouds,48.0448,40.045,
672,Lokeren,BE,62.98,clear sky,51.1154,3.963,Biznis Hotel
673,Mogadishu,SO,75.99,scattered clouds,2.0371,45.3438,Hotel Juba
674,Tianpeng,CN,72.07,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
675,Payo,ID,74.48,overcast clouds,-3.7508,103.6372,Mess keban agung
676,Bisira,PA,60.75,overcast clouds,8.5196,-81.7115,
678,Mwanza,TZ,71.67,scattered clouds,-2.5167,32.9,Gold Crest Hotel
679,Peleduy,RU,65.91,overcast clouds,59.6289,112.7406,Гостиница «Уют»
680,Baie-Comeau,CA,62.6,clear sky,49.2168,-68.1489,Travelodge by Wyndham Baie-Comeau
681,Kaeo,NZ,60.33,few clouds,-35.1,173.7833,Bushido Lodge
683,Constitucion,CL,50.7,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
684,Igarka,RU,53.64,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
685,Songjianghe,CN,65.26,overcast clouds,42.1859,127.479,Sijisheng Fashion Guest House
687,Hailar,CN,65.35,clear sky,49.2,119.7,Holiday Inn & Suites Hulunbuir
688,Yakymivka,UA,66.96,scattered clouds,46.6897,35.1536,Отель Гостиница
689,Westport,US,77.05,clear sky,41.1415,-73.3579,The Westport Inn
690,Bowen,AU,71.42,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
692,Sulya,IN,75.24,overcast clouds,12.5667,75.3833,KFDC Guest House - Karnataka Forest Development Corporation Ltd
693,Rosita,NI,79.09,broken clouds,13.9268,-84.4032,Hospedaje Zeledón
694,Maracacume,BR,74.28,broken clouds,-2.0428,-45.9592,Hotel Ramos
695,Chapais,CA,64.18,scattered clouds,49.7834,-74.8492,Hôtel Opémiska
696,Pemangkat,ID,77.41,broken clouds,1.1667,108.9667,Ramah Kost KITA
697,Huambo,AO,60.39,scattered clouds,-12.7761,15.7392,SiSHotel
698,Kalat,PK,66.97,scattered clouds,29.0225,66.5916,PHE Rest House
699,Pitimbu,BR,73.99,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
700,Kamiiso,JP,66.58,broken clouds,41.8167,140.65,Business Inn Abe
701,Lasa,IT,68.88,clear sky,46.6166,10.7002,Pension Feldgärtenhof
702,Tobane,BW,51.1,clear sky,-21.95,27.9,
