City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
607,Nuoro,IT,40.3211,9.3297,72.79,40,4,3.91,clear sky,0.0,0
608,Paita,PE,-5.0892,-81.1144,64.87,81,20,16.24,few clouds,0.0,0
609,Cruzeiro,BR,-22.5761,-44.9628,71.56,81,31,0.65,scattered clouds,0.0,0
610,Carnot,CF,4.9409,15.8665,69.39,96,82,1.1,broken clouds,0.0,0
611,Mazara Del Vallo,IT,37.6641,12.588,83.93,83,0,3.74,clear sky,0.0,0
612,Cockburn Town,TC,21.4612,-71.1419,82.36,78,40,13.8,scattered clouds,0.0,0
613,Ouesso,CG,1.6136,16.0517,71.67,87,54,1.59,light rain,0.23,0
614,Tevaitoa,PF,-16.7833,-151.5,78.71,75,9,9.98,light rain,0.12,0
615,King City,US,36.2127,-121.126,106.43,18,0,16.28,clear sky,0.0,0
616,Batticaloa,LK,7.7102,81.6924,79.54,74,100,4.9,overcast clouds,0.0,0
617,Ashtian,IR,34.5217,50.0019,67.01,22,0,13.22,clear sky,0.0,0
618,Yumen,CN,40.2833,97.2,72.3,35,38,18.16,scattered clouds,0.0,0
619,La Carolina,ES,38.2756,-3.6153,91.72,19,58,3.22,broken clouds,0.0,0
620,Ippy,CF,6.2679,21.2247,67.91,99,100,1.99,moderate rain,2.06,0
621,Chapadinha,BR,-3.7417,-43.3603,76.1,63,72,3.8,broken clouds,0.0,0
622,Kindu,CD,-2.95,25.95,70.66,79,22,1.86,few clouds,0.0,0
623,Kheda,IN,22.75,72.6833,80.89,73,63,5.39,broken clouds,0.0,0
624,El Banco,CO,9.0011,-73.9758,78.69,83,50,3.22,scattered clouds,0.0,0
625,Florianopolis,BR,-27.6146,-48.5012,61.83,82,75,4.61,broken clouds,0.0,0
626,Halifax,CA,44.6453,-63.5724,71.49,63,1,3.44,clear sky,0.0,0
627,Lima,PE,-12.0432,-77.0282,61.9,83,90,11.5,overcast clouds,0.0,0
628,Along,IN,28.1667,94.7667,75.18,97,100,1.52,light rain,0.57,0
629,Belmonte,BR,-15.8631,-38.8828,72.1,79,0,5.77,clear sky,0.0,0
630,Den Helder,NL,52.9599,4.7593,66.07,93,90,8.05,overcast clouds,0.0,0
631,Pilar,BR,-9.5972,-35.9567,71.53,88,65,2.64,broken clouds,0.0,0
632,Plettenberg Bay,ZA,-34.0527,23.3716,57.79,59,1,6.08,clear sky,0.0,0
633,Kampene,CD,-3.6,26.6667,69.44,60,14,0.78,few clouds,0.0,0
634,Kourou,GF,5.1552,-52.6478,78.12,89,92,8.3,overcast clouds,0.0,0
635,Moosomin,CA,50.1333,-101.6677,95.7,15,58,10.74,broken clouds,0.0,0
636,Carmen,MX,18.6333,-91.8333,84.24,74,40,8.05,scattered clouds,0.0,0
637,Dire,ML,12.2833,-10.9667,73.29,95,98,1.97,overcast clouds,0.0,0
638,Carutapera,BR,-1.195,-46.02,75.18,92,44,7.27,scattered clouds,0.0,0
639,High Level,CA,58.5169,-117.136,57.31,100,90,5.75,light rain,0.72,0
640,Pareora,NZ,-44.4871,171.2132,55.31,60,99,12.91,overcast clouds,0.0,0
641,Dahanu,IN,19.9667,72.7333,80.13,81,99,6.51,overcast clouds,0.0,0
642,Xihua,CN,33.7833,114.5167,75.13,89,100,2.77,light rain,0.37,0
643,Tiarei,PF,-17.5333,-149.3333,84.22,76,13,8.93,few clouds,0.0,0
644,Mahibadhoo,MV,3.7833,72.9667,82.62,69,90,14.83,overcast clouds,0.0,0
645,Qaqortoq,GL,60.7167,-46.0333,50.5,98,100,11.03,light rain,0.59,0
646,Kitob,UZ,39.0843,66.8332,63.18,28,0,4.41,clear sky,0.0,0
647,Saint-Georges,GD,12.0564,-61.7485,76.68,88,20,8.05,few clouds,0.0,0
648,Iranshahr,IR,27.2025,60.6848,89.94,27,0,6.91,clear sky,0.0,0
649,Otorohanga,NZ,-38.1833,175.2,60.21,63,80,4.99,broken clouds,0.0,0
650,Wajir,KE,1.7471,40.0573,74.7,66,85,19.46,overcast clouds,0.0,0
651,Mielec,PL,50.2871,21.4239,69.01,85,39,4.45,scattered clouds,0.0,0
652,Kota Kinabalu,MY,5.9749,116.0724,80.58,83,20,6.91,few clouds,0.0,0
653,Nioro,GM,13.35,-15.75,76.55,87,100,4.5,overcast clouds,0.0,0
654,Kasulu,TZ,-4.5767,30.1025,65.26,52,11,2.19,few clouds,0.0,0
655,Bontang,ID,0.1333,117.5,78.35,84,90,2.98,light rain,0.87,0
656,Macenta,GN,8.5435,-9.471,68.09,95,90,2.28,overcast clouds,0.0,0
657,Arman,RU,59.7,150.1667,59.13,90,100,4.25,overcast clouds,0.0,0
658,Carman,CA,49.4992,-98.0016,94.12,27,58,10.36,broken clouds,0.0,0
659,Matagami,CA,49.7502,-77.6328,69.91,56,1,8.05,clear sky,0.0,0
660,Nenjiang,CN,49.1833,125.2167,67.93,80,1,2.21,clear sky,0.0,0
661,Funadhoo,MV,6.15,73.2667,81.7,76,100,15.39,overcast clouds,0.0,0
662,Seoul,KR,37.5683,126.9778,80.17,57,0,10.36,clear sky,0.0,0
663,Port Blair,IN,11.6667,92.75,79.88,82,100,12.41,moderate rain,2.73,0
664,Ulladulla,AU,-35.35,150.4667,65.88,45,0,14.27,clear sky,0.0,0
665,Banda Aceh,ID,5.5577,95.3222,78.69,78,100,10.0,overcast clouds,0.0,0
666,Huallanca,PE,-9.8993,-76.9417,49.86,71,93,1.72,overcast clouds,0.0,0
667,Richards Bay,ZA,-28.783,32.0377,59.49,85,8,4.12,clear sky,0.0,0
668,Yenagoa,NG,4.9247,6.2642,74.77,92,81,3.74,broken clouds,0.0,0
669,Inverness,GB,57.4791,-4.224,53.8,85,75,1.01,light rain,0.35,0
670,Ust-Nera,RU,64.5667,143.2,62.29,67,83,9.22,light rain,0.15,0
671,Almaznyy,RU,48.0448,40.045,64.54,84,100,5.35,overcast clouds,0.0,0
672,Lokeren,BE,51.1154,3.963,62.98,82,9,12.37,clear sky,0.0,0
673,Mogadishu,SO,2.0371,45.3438,75.99,85,35,19.44,scattered clouds,0.0,0
674,Tianpeng,CN,30.9866,103.9393,72.07,96,100,4.68,overcast clouds,0.0,0
675,Payo,ID,-3.7508,103.6372,74.48,86,100,1.72,overcast clouds,0.0,0
676,Bisira,PA,8.5196,-81.7115,60.75,99,100,2.04,overcast clouds,0.0,0
677,San Jose,US,37.3394,-121.895,100.71,49,90,11.5,haze,0.0,0
678,Mwanza,TZ,-2.5167,32.9,71.67,44,46,12.68,scattered clouds,0.0,0
679,Peleduy,RU,59.6289,112.7406,65.91,85,98,4.92,overcast clouds,0.0,0
680,Baie-Comeau,CA,49.2168,-68.1489,62.6,67,1,5.75,clear sky,0.0,0
681,Kaeo,NZ,-35.1,173.7833,60.33,70,13,6.82,few clouds,0.0,0
682,Namatanai,PG,-3.6667,152.4333,82.83,73,79,6.58,moderate rain,1.22,0
683,Constitucion,CL,-35.3333,-72.4167,50.7,92,100,17.11,overcast clouds,0.0,0
684,Igarka,RU,67.4667,86.5833,53.64,93,99,11.3,overcast clouds,0.0,0
685,Songjianghe,CN,42.1859,127.479,65.26,89,100,3.24,overcast clouds,0.0,0
686,Saint Joseph,US,39.7686,-94.8466,82.6,57,1,6.91,clear sky,0.0,0
687,Hailar,CN,49.2,119.7,65.35,66,0,4.21,clear sky,0.0,0
688,Yakymivka,UA,46.6897,35.1536,66.96,61,33,8.61,scattered clouds,0.0,0
689,Westport,US,41.1415,-73.3579,77.05,57,1,1.99,clear sky,0.0,0
690,Bowen,AU,-20.0167,148.2333,71.42,68,94,14.32,overcast clouds,0.0,0
691,San Joaquin,US,37.9333,-121.3011,105.21,25,1,5.75,clear sky,0.0,0
692,Sulya,IN,12.5667,75.3833,75.24,96,99,0.94,overcast clouds,0.0,0
693,Rosita,NI,13.9268,-84.4032,79.09,78,51,2.26,broken clouds,0.0,0
694,Maracacume,BR,-2.0428,-45.9592,74.28,87,81,3.53,broken clouds,0.0,0
695,Chapais,CA,49.7834,-74.8492,64.18,61,25,6.04,scattered clouds,0.0,0
696,Pemangkat,ID,1.1667,108.9667,77.41,85,52,4.97,broken clouds,0.0,0
697,Huambo,AO,-12.7761,15.7392,60.39,29,38,3.38,scattered clouds,0.0,0
698,Kalat,PK,29.0225,66.5916,66.97,62,37,3.6,scattered clouds,0.0,0
699,Pitimbu,BR,-7.4706,-34.8086,73.99,78,40,14.2,scattered clouds,0.0,0
700,Kamiiso,JP,41.8167,140.65,66.58,77,75,12.66,broken clouds,0.0,0
701,Lasa,IT,46.6166,10.7002,68.88,83,10,3.15,clear sky,0.0,0
702,Tobane,BW,-21.95,27.9,51.1,86,0,6.64,clear sky,0.0,0
